patternId	monoisoMz	charge	rtStart	rtApex	rtEnd	fwhm	nScans	intensityApex	intensitySum
17	449.11400379743156	1	7.7946001	7.849983023020535	7.9347086000000004	0.3851722976951528	26	85493.96976143905	1747450.6976417953
17	450.11375481591307	1	7.858805950000001	7.913865607460012	7.9402700500000005	0.15158892290250403	13	12708.114319427299	113048.58418197927
18	499.7443653270125	2	7.891049499999999	7.90262996676364	7.9347086000000004	0.04910206839715947	8	19705.637646552343	100585.44525846717
18	500.24639962705834	2	7.90743795	7.929272724430398	7.9347086000000004	0.010597779489472714	5	5297.535295481204	42862.08656596775
19	473.25802235707783	2	7.918298249999999	7.92369398872476	7.9402700500000005	0.008705250013868238	4	21046.920200436816	50862.72960237085
19	473.7602341898879	2	7.9238076	7.929173286282611	7.95052615	0.036643022146606086	4	9083.961777431492	49258.80689171306
20	409.1854651283289	4	7.918298249999999	7.937792685681536	7.945686650000001	-0.02038939919526861	4	9529.844367546528	25396.560735938157
20	409.4393284062669	4	7.918298249999999	7.945715519075265	7.95052615	-0.07868671418438566	5	23955.956034336188	50463.00366485763
21	431.0851678400991	1	7.90189315	7.916519405969422	7.9549053	0.07077133698905236	10	56176.62017460275	409533.6303729062
21	432.08570176787725	1	7.918298249999999	7.945722657402747	7.95052615	0.5585752877784955	4	12983.876146589882	34965.42989677566
22	447.09877384679845	1	7.8800454	7.917175367524197	8.037112050000001	0.2035313996685595	30	57300.67385308506	1486017.6313715253
22	448.0987850454701	1	7.891049499999999	7.915328166488766	7.95928445	0.12474446399115635	13	20977.51268771158	256295.64756042292
22	449.0963274490722	1	7.896459849999999	7.9161149722388044	7.9549053	0.033936973913109014	10	12035.997881920206	101986.38491554726
23	579.7673234296813	3	7.9292180000000005	7.943684060087729	7.9549053	0.07374369053064633	5	15759.850743179613	57875.654271196356
23	580.104834835562	3	7.918298249999999	7.933464807007421	7.9549053	0.04738977649661891	6	17249.581215473132	63493.56534634264
24	525.9030493808775	3	7.9128504	7.9435483404359415	7.9680438	0.0505690686507938	10	44018.813146360844	231390.2116774036
24	526.2367715389682	3	7.891049499999999	7.9106110539537315	7.9549053	0.12173958848766464	11	17083.86241054771	173389.9354789166
25	413.538230065296	3	7.90189315	7.925858405856522	7.9636636	0.10366822023415345	12	56860.20871628952	510939.42338643526
25	413.872531477417	3	7.858805950000001	7.915559870002062	8.021180900000001	0.22528213514493345	31	44407.299560139	999099.4441714308
26	462.145568780637	1	7.7946001	7.881228758502889	7.99382275	0.28018910292355415	38	143622.0604442757	4911397.010197605
26	463.1462695914305	1	7.7946001	7.876881205251043	7.9636636	0.23714001139655494	32	58227.450820591286	1549580.7158414552
27	487.24690434839977	2	7.84284565	7.89125325598218	7.9883811	0.1654693342048823	28	74920.8712437277	1530338.1877118014
27	487.7484143124701	2	7.77336905	7.889358886394915	7.9636636	0.1268019246791754	33	38278.66542790008	818464.3950456029
28	467.8378965871563	1	7.9402700500000005	7.9565272839969605	7.98296345	0.04970121621447099	9	22700.110177568844	152665.93764409106
28	468.83807787698095	1	7.95052615	7.9636898123313875	7.9680438	0.05702009049321077	3	5404.97682056733	18386.049775398405
29	464.12881874936875	1	7.9347086000000004	7.968054892075126	7.97242395	-0.12804639316994582	7	14856.649263519095	76203.87689983092
29	465.1270642019493	1	7.945686650000001	7.972219321137438	7.9883811	0.046014354360082166	7	11710.082487028903	59111.40870704457
30	537.1657103178094	1	7.90189315	7.937837617253453	8.0530255	0.17126212606260793	29	42974.991056172425	990394.233492075
30	538.1630399575981	1	7.918298249999999	7.953566308520421	7.97242395	0.03447026400196318	10	29767.25824943751	200580.0600328633
31	651.1439306259974	1	7.8322436	7.914745003196877	7.97242395	0.12908361655767742	27	32806.05036122678	656152.8259206718
31	652.1447686261433	1	7.891049499999999	7.932095406554633	8.0049154	0.06574522621805734	18	16079.00179534468	190547.68403552286
32	424.1898100337785	4	7.9347086000000004	7.951679914886374	7.98296345	0.027989389389506236	9	51039.14095608708	279507.3233347936
32	424.44016545456077	4	7.945686650000001	7.952298171059346	7.97242395	-0.006910627391418345	4	13128.65095283327	62920.332393735946
33	577.1252733994559	1	7.90743795	7.94978415954955	7.9883811	0.18042593816334573	16	34104.68340095509	531738.2120917127
33	578.126155856995	1	7.8854933	7.927640488557193	7.97242395	0.08851198185225151	16	25103.776513438836	301395.7744141752
33	579.1248097405615	1	7.9402700500000005	7.962490298267979	7.97242395	0.3794960315088147	7	14626.312443871098	68120.02127645632
34	609.2067950611352	1	7.8641163	7.913355005378588	7.9993696	-0.16150450309769404	26	35710.34197944257	927761.3800756141
34	610.2061844202356	1	7.8854933	7.943536462758893	7.97242395	0.026316327885401947	17	20078.980395195962	218246.706628268
35	420.31799072779427	1	7.7946001	7.923848218290615	7.98296345	0.3952469849938609	36	211970.84365118615	7478496.875697814
35	421.321086017693	1	7.8322436	7.913792081387668	7.98296345	0.19461371208495137	29	39104.97462563953	781426.9082141592
36	610.1831349519246	1	7.8641163	7.8796266256817304	8.01046015	0.16913738178184445	28	45579.16492390339	978101.023492373
36	611.1840735274284	1	7.90189315	7.931971548776098	7.99382275	0.06128424004453947	16	18419.05499339199	236727.5703484478
37	487.7482345704241	2	7.9636636	7.978668361129869	8.01046015	0.039894482923555685	9	39070.02953090824	224299.2902867481
37	488.2498204409291	2	7.977407250000001	7.988465662391831	7.99382275	-0.014030688734347763	3	5784.13134518016	20636.730059598678
38	431.08527126154837	1	7.9549053	7.978344980411956	7.9993696	0.07405923002324677	9	48430.38264249565	343506.18543250323
38	432.0857896358187	1	7.95928445	7.980795861213264	7.9993696	0.12079888586864485	7	8433.823857259138	46156.802157310354
39	525.9029087421334	3	7.9680438	7.986523917469557	8.01587155	0.04755643152625488	8	28791.369486544558	146595.33267770836
39	526.2358989090088	3	7.98296345	7.988106263577577	8.0049154	0.07198399462427219	4	26825.192813307764	52119.01469770961
39	526.5705082348234	3	7.98296345	7.999412636771564	8.0049154	0.21536920984489427	3	6994.452209211766	19832.60958576136
40	439.84299913339095	1	7.9549053	8.016942606707856	8.06364935	0.11888525900924662	21	33643.14355355794	705671.328296907
40	440.8433303891534	1	7.9549053	8.005086471746742	8.01046015	0.057920057955140436	9	15879.133652509794	80330.68218482829
41	419.94076611831355	4	7.8854933	7.947078414481408	8.01587155	0.11376890935021766	25	43926.26301560044	937403.7850527298
41	420.1913309531116	4	7.9402700500000005	7.962553975220354	8.04242455	0.08440992513212464	17	42232.83214712549	568204.419708838
42	464.28392105419033	1	7.95052615	7.970687431136126	8.01587155	-0.1660970607179877	13	89967.37857732241	1140712.7415441459
42	465.28678247141033	1	7.9680438	7.972391551685874	8.021180900000001	0.08180344442068588	7	12518.587673661506	57903.77544679686
43	482.7505541389162	2	7.977407250000001	7.992762773221588	8.01587155	0.0840510465097184	7	30679.823063251926	133000.70523686183
43	483.2524129873609	2	7.9636636	7.988224282318447	8.021180900000001	0.16313569447331844	8	21905.953999706722	103036.04851827232
44	506.08596862952703	1	7.9993696	8.015412807215816	8.03180375	0.04445606112148148	5	15941.399935919595	75921.66249768907
44	507.0832773488077	1	7.9883811	8.01598839157323	8.021180900000001	0.009067194984776705	4	12708.688219124077	36836.38609860823
45	611.8117973161924	2	7.97242395	7.995603390643832	8.021180900000001	0.046908843871337425	8	17408.227722288895	142849.87541455522
45	612.3125554130049	2	7.97242395	7.977701533090405	8.021180900000001	0.5308091230111387	8	10761.593262659859	70888.45966279827
46	579.1044187489846	1	7.9402700500000005	7.995935248356812	8.0264934	0.1314631077816273	17	35734.73775120419	444314.78269898414
46	580.1050861363054	1	7.9549053	7.999163832752901	8.0264934	0.09134280898788205	13	12117.913709777584	157471.08585408385
47	433.2472588150603	2	7.98296345	8.027973344124119	8.08088365	0.042409288814120316	16	30405.45802332009	231973.45939487184
47	433.7488797361417	2	7.99382275	8.02133123064068	8.0264934	-0.06744984275012911	5	7881.680164762745	51834.64904975963
48	578.1261610088623	1	7.97242395	7.995609970811766	8.037112050000001	0.06321072383187243	12	19241.95489852334	171189.0021553473
48	579.1244060122036	1	7.99382275	8.02654840036503	8.03180375	1.3204030979919708	6	7001.32031058225	40286.42764626836
49	431.0672483543423	1	7.97242395	7.986443185737825	8.04772865	0.13229621995589724	14	31696.933594482274	428810.68740518263
49	432.0677187287026	1	7.9238076	7.986131331291659	8.03180375	0.10992334079766941	16	11293.68265486295	132723.15268948488
50	745.1909806520483	1	7.98296345	8.02425111297739	8.04242455	0.21891807597857493	10	24610.47493338697	211374.64142712366
50	746.1912481673843	1	8.01587155	8.021136168640465	8.0530255	0.15473058569195075	5	8862.502358137757	42426.35420006718
51	496.2744376748933	2	7.9238076	8.022595868275474	8.04242455	0.09593181459438505	18	30086.63247259664	344003.32207862305
51	496.7761197890665	2	7.9636636	7.968036529429425	8.04242455	-0.2889336498688273	12	11975.29532862392	111980.99516270962
52	487.24688373780276	2	7.9883811	8.004160559538777	8.06364935	0.08983060755579508	14	64548.59645422802	689511.3137636236
52	487.74837594175835	2	8.01046015	8.030046789756074	8.04772865	0.035108817137309956	7	23588.67372610159	133395.2925089773
53	432.067566408674	1	8.03180375	8.042587610203459	8.04772865	-0.004691557506825816	3	7404.153033957014	23397.471401636692
53	433.06421348115344	1	8.037112050000001	8.042387609041674	8.0530255	0.23574602492917052	3	6506.441066612423	16871.316487087024
54	579.2668285712957	2	8.021180900000001	8.04266372688408	8.07439935	0.14919919028523942	10	23375.792598179447	169629.5296232657
54	579.767877399395	2	7.9993696	8.025843998468313	8.04772865	0.14027524700953187	7	10221.481338413741	59442.51117428865
55	684.2015949270777	1	7.9402700500000005	8.033494619556103	8.0530255	0.11972353855949613	21	35734.90077825834	552095.7606933307
55	685.2033729160506	1	7.98296345	7.988268967330497	8.06364935	-0.8533608693995092	12	12427.23414595408	118072.98747999305
56	580.1044457451723	1	8.037112050000001	8.042268153713279	8.0530255	-0.007717179634607163	3	16024.698811766493	27080.618339675886
56	581.1027752771023	1	8.0264934	8.034412454614618	8.0530255	-0.13270290059482193	3	6857.292393039633	18276.307105620766
57	611.1841126199344	1	7.99382275	8.018555002596324	8.05833275	0.050974270809133415	10	17584.348761764355	160306.24994385373
57	612.1814781229142	1	7.9883811	8.045078997590176	8.0530255	-1.4642020775928586	9	9759.846040415827	72740.1523752337
58	889.230923039851	1	7.97242395	8.049976111077935	8.11931775	0.111561721091614	26	30110.065903809947	431179.45682421926
58	890.2317039766676	1	7.977407250000001	8.023636186244643	8.05833275	0.057332168177662624	14	23593.524737858657	240702.50117701193
59	448.09901929455714	1	7.95928445	8.031858247622985	8.07439935	0.16672929598970043	22	27065.5630693568	445559.881988763
59	449.0966601522368	1	7.9549053	8.046353368564498	8.06896185	0.15852448707105893	20	16218.556668221503	200815.7922912903
60	651.1438950226682	1	8.0264934	8.078518719669542	8.108693850000002	0.06953198557940432	15	28527.87950051018	321773.6037819922
60	652.1442948654344	1	8.03180375	8.059781594486354	8.08088365	-0.8280612170475017	8	12390.554868645093	78721.75858966885
61	413.8726985642477	3	8.021180900000001	8.040950712132643	8.087338800000001	0.08272668811659933	12	35163.26515200611	335793.21568394307
61	414.2071250695039	3	8.0264934	8.034386820205338	8.108693850000002	-0.1284875403834338	11	12989.533511772752	134220.32537069506
62	423.93956539422163	4	7.98296345	7.995874413503842	8.1033689	0.102960866583242	20	49985.88070423581	568149.167704907
62	424.1900276958743	4	7.98296345	8.008945609343328	8.087338800000001	0.11620528377112294	16	31136.09342709346	368690.26793688897
63	446.76552219263044	3	8.0530255	8.079121902193913	8.087338800000001	-0.03059804620648876	5	6981.137475765992	37126.020107958946
63	447.0989392885613	3	8.037112050000001	8.070539777437354	8.11931775	0.15188913109500213	15	62202.203245656354	695966.1246119099
64	610.1834064890684	1	8.01046015	8.056709431115863	8.1989818	0.20142724283598135	35	42678.338172142154	1264630.470207721
64	611.1845851591698	1	8.05833275	8.10368345121703	8.14587485	0.09467272226583034	15	17100.82791567818	203632.49212543934
64	612.1823447674144	1	8.05833275	8.087361894143184	8.092711699999999	0.11937733764855807	5	7289.9382274671225	36363.170629516346
65	671.1717903134313	1	8.05833275	8.073230261723431	8.11931775	0.10658480832564088	11	56344.570727064	486930.7322517791
65	672.1726635496635	1	8.06364935	8.090626742711722	8.09801685	-0.005244774203795544	5	25783.22184765832	71420.2808103039
66	608.209532893318	1	7.918298249999999	7.968898773055325	8.1033689	0.22134640683710316	35	58492.44071602097	1914998.3670022094
66	609.2072814343298	1	7.9993696	8.054934230533133	8.108693850000002	0.1351329542231321	20	38762.01828899163	648634.9083593631
67	518.2285030688267	3	8.06364935	8.080403166337213	8.1033689	0.04234676506206014	7	33338.303836939915	170438.97815599618
67	518.5630177326279	3	8.021180900000001	8.066927275092484	8.108693850000002	0.13197272097736956	14	21199.401271913048	306316.1660526376
68	525.9028705689974	3	8.01587155	8.05384454598412	8.108693850000002	-0.10862744967123383	15	20573.48829806156	207089.04826801288
68	526.2365238399683	3	8.0049154	8.05770635686595	8.130309350000001	0.07046843353127308	19	24000.433484424295	331668.88572438015
69	533.1899625691019	1	7.9636636	7.9832430321802486	8.114007350000001	0.1726143706701535	28	99835.24199167622	2105962.979192909
69	534.1907522537232	1	8.037112050000001	8.056595659075947	8.108693850000002	0.10542113523728425	13	43348.87071663344	415039.87067665125
69	535.1881715795641	1	8.06364935	8.098547304431802	8.1247625	0.12047385946654998	11	24491.892437414746	220095.84600407194
70	424.18985331660923	4	8.087338800000001	8.096833754363713	8.1247625	0.03177087083144592	5	16301.030443336951	81854.83341633367
70	424.44082987178155	4	8.092711699999999	8.09788816197119	8.108693850000002	-0.005506592095965601	3	25956.09268601512	52324.16012422729
71	597.1529568898416	1	7.9993696	8.047372006510392	8.114007350000001	0.13891692682079082	21	54943.933355070774	829477.661935469
71	598.1533678353791	1	8.037112050000001	8.069537222897289	8.108693850000002	0.09827291993926934	10	10438.057932974407	97028.06269824979
72	419.94093310452195	4	8.01587155	8.111600770459885	8.1924881	0.17886557802546932	33	49461.60151575149	1465246.4278469803
72	420.191464946747	4	8.114007350000001	8.150992999061451	8.210876500000001	0.33543113597684737	18	60873.902232107066	743005.122382185
72	420.441956489408	4	8.14587485	8.218802882711024	8.2403472	-0.0091992977469193	15	33006.56029841093	278026.0575883761
73	448.09916966539254	1	8.07439935	8.088625124406558	8.13573015	0.0905776172875914	11	24272.920510781536	203503.0163699032
73	449.0962671037447	1	8.06896185	8.09456078048957	8.114007350000001	0.04551286480509731	7	19073.456640206445	87780.91203531934
74	464.2840646951638	2	8.01587155	8.039704279476204	8.150254	0.41743659316540516	25	77904.88670898988	1423727.8361850276
74	464.7855733692618	2	8.03180375	8.054170686872808	8.11931775	0.0859628309057463	15	37497.17203985653	363856.5224652625
75	555.243305673321	3	7.9883811	8.124561945986073	8.17073095	0.11777642611217587	32	71952.11230450997	1430070.1211929996
75	555.576725485794	3	8.021180900000001	8.096959830242374	8.11931775	0.05957533216195543	16	62983.923615076936	604400.9554122573
75	555.9108427968879	3	8.04772865	8.105161852081922	8.14587485	0.0790544083298883	16	33922.34984133214	310221.5047834029
76	482.75079920922366	2	8.06364935	8.12197172229594	8.13573015	-0.19392409707112535	13	17041.492455990643	233347.44497647873
76	483.2525292227269	2	8.092711699999999	8.116805100487792	8.1247625	0.16020896877772373	4	6428.305131175024	29667.201650782365
77	545.7659173667297	2	7.9292180000000005	8.104135763250651	8.1247625	0.13232398817905633	37	236170.5778952812	5170218.982067842
77	546.2674875951974	2	7.945686650000001	8.082471726403302	8.332738200000001	0.3079733468299164	76	141049.05399921403	6729184.479939343
77	546.7688380804842	2	7.97242395	8.124991753434536	8.23477845	0.1916526380231165	48	53694.389329463884	1578481.1433761022
78	611.8112003390903	2	8.06896185	8.104732772871548	8.1247625	0.05632671426180025	9	17159.799239490494	121104.03398802328
78	612.3125424375265	2	8.0530255	8.101995783623	8.14587485	0.045287515304913484	16	22366.319315778128	214230.08277344884
79	505.0859115208472	1	8.037112050000001	8.059749012657086	8.205443200000001	0.20205038112391271	31	59811.10198554399	1328257.1480765773
79	506.0866037904381	1	8.03180375	8.065487549229259	8.154633149999999	0.07659156868357542	20	17258.970944626606	245774.54991077576
79	507.0834359844488	1	8.06896185	8.074361405362504	8.130309350000001	0.009258206705645478	7	10516.130252780016	64217.83449462123
80	413.53834891513264	3	8.06364935	8.082329922020634	8.17073095	0.1541681349373505	20	70626.84388168232	977514.7048004671
80	413.87257526967494	3	8.087338800000001	8.123002739083033	8.1410374	0.07935086455440832	10	37889.196765838016	285748.3039325353
80	414.2069095600336	3	8.108693850000002	8.11856319271788	8.13573015	-4.077149561042564	5	15416.902707990866	56786.05461137046
81	579.1041881489418	1	8.0264934	8.041059282457002	8.1870329	0.14800831641646717	30	39386.740431859536	750747.4584003552
81	580.1042058558427	1	8.06364935	8.06882607013361	8.13573015	0.049456148776883424	12	20324.707461669932	112024.43201009145
82	449.0960532932125	6	8.114007350000001	8.124672551183513	8.1410374	0.04393694533366954	5	13774.631317065134	63669.99424158601
82	449.2609970044579	6	8.09801685	8.133136880728475	8.154633149999999	0.0773298625060459	11	31590.183362428477	278688.87483901856
83	518.2289478363073	3	8.1033689	8.122617291248199	8.14587485	0.039822687782361754	8	27204.114538433285	203727.8068581557
83	518.5632963538433	3	8.11931775	8.12449283738488	8.1410374	-0.0010102766938029362	4	35429.59623958846	68489.08350732044
84	431.08531264172234	1	8.07439935	8.10778309120349	8.1596081	-0.2673206150549312	16	50995.61995043703	663930.469717325
84	432.0859192724101	1	8.1033689	8.111302545049922	8.14587485	-0.5809912613849235	6	9613.606857650382	54453.35279766143
85	534.1909368229047	1	8.108693850000002	8.121555144316437	8.150254	0.0807883720911633	8	44864.638099248776	261333.35607677893
85	535.1881839769293	1	8.1247625	8.135100497739957	8.16516535	0.0349208957267475	8	20531.45678351947	131506.18495158642
86	651.1440263948818	1	8.108693850000002	8.14733796750762	8.17073095	0.04561677605643588	12	27072.79003484987	214010.83084400496
86	652.1444862664404	1	8.1247625	8.130295105614108	8.154633149999999	-0.24385594424015267	5	11898.668596684556	53784.84534152764
87	413.87273877880153	3	8.1410374	8.147678729933826	8.16516535	0.02333890012586437	5	48048.537435790175	158967.67920287256
87	414.20705891473983	3	8.14587485	8.149970711852243	8.1989818	0.09971007124787157	7	30355.792563989577	90106.45664864202
88	671.1724145774517	1	8.11931775	8.135361552266488	8.16516535	0.07750281340472043	9	51289.49302508743	398905.3701514583
88	672.171154425911	1	8.09801685	8.13829760479479	8.17073095	0.018974578589489255	11	19146.936962685115	118637.54178748821
89	431.0676917541433	1	8.108693850000002	8.13325293598379	8.17624655	0.3647119629284745	13	35544.5228046305	414321.20423269644
89	432.0678243477547	1	8.1247625	8.159775621811399	8.16516535	-0.12180158468153479	7	5750.908777714761	56751.20113800148
90	464.1286383770108	1	8.11931775	8.13830260528908	8.16516535	0.05432496761329375	9	12481.923011469742	78171.40938338054
90	465.1273433410358	1	8.114007350000001	8.138173411067706	8.16516535	0.0331344159471012	8	11596.13426626151	66604.22905937425
91	482.7504861587961	2	8.14587485	8.150004385307508	8.1989818	-0.0010059550009238194	10	35208.6261429254	149340.00789647092
91	483.2524757226147	2	8.13573015	8.158469874816905	8.16516535	0.1928618483970972	5	10171.606976421186	41854.81002657826
92	684.2016511799718	1	8.09801685	8.16180945841031	8.18167045	0.16884819038560472	16	31035.573733712023	339651.2731397234
92	685.2032676090761	1	8.114007350000001	8.137527943940105	8.205443200000001	0.1463471673969483	13	14887.26198419563	131486.5775899949
93	526.2856917549344	2	8.130309350000001	8.158210633816095	8.1924881	-0.13923201612861646	12	10979.907723719518	140754.47826801677
93	526.786421510675	2	8.13573015	8.190115437997054	8.1989818	-0.02555357175859818	8	12934.853527954836	72254.97890150163
94	525.285809297112	2	8.16516535	8.196263192636657	8.2210358	-0.08202402995536318	10	10750.1019876332	101283.12677431812
94	525.7880741576547	2	8.17624655	8.181633274721499	8.210876500000001	0.755159158482968	4	5298.169371672284	25585.53960545745
95	408.8785192892757	3	8.1410374	8.180302256598154	8.2403472	0.1071312272041034	19	48390.13566305135	933938.9125686822
95	409.21295547019014	3	8.1410374	8.16771069076482	8.1924881	0.030423250347869413	10	28078.837333354066	199945.2842484788
96	577.1255765126056	1	8.154633149999999	8.168988988391686	8.1989818	0.06473146072380764	8	43843.69835776227	279687.0601418683
96	578.1264312410524	1	8.17073095	8.186072695632623	8.229795150000001	0.027075430443366244	11	19238.93632534871	143405.31305920857
96	579.1245764416745	1	8.17624655	8.192524897891602	8.1989818	-22.86601125958589	3	5748.816868412793	20907.668368345523
97	503.1064899192658	1	8.17624655	8.290753959010843	8.3152206	0.11215205102093506	28	68863.00064617684	1673659.516545041
97	504.1071062953226	1	8.1410374	8.196184435147547	8.2709636	0.12356319145456496	25	37230.51377521551	578550.6690050613
97	505.1037467832719	1	8.114007350000001	8.188685842440362	8.205443200000001	0.15086344455970568	17	19681.39766938731	232483.42373798613
98	504.10696193211675	1	8.2709636	8.294594817437943	8.3152206	0.32191168950660654	10	29177.140575244746	270948.0025795479
98	505.1037721296646	1	8.2709636	8.308999898545464	8.3152206	0.16033594275764074	9	12466.218025393147	109874.19656941289
99	461.1681298556163	1	8.154633149999999	8.195744194011988	8.2210358	-0.007111254510199672	12	42510.346980966846	422641.6481872987
99	462.16936462309144	1	8.1410374	8.164876542230374	8.210876500000001	0.11979391345918522	10	11226.264174822532	75938.74452863738
100	609.2071038760851	1	8.108693850000002	8.138372203991002	8.21619625	0.15449978414536147	20	28174.270976548814	658540.4833052916
100	610.2067260977701	1	8.04772865	8.068083639474755	8.210876500000001	0.09689205615609886	26	17818.08994790796	299271.77864246006
101	447.0987909340062	1	8.11931775	8.147734289619018	8.225416	0.13164507027469163	20	72144.56211819031	1039586.3158059038
101	448.09895426726956	1	8.13573015	8.212951107085877	8.229795150000001	0.9915085617640909	16	21763.924446398098	267535.233458215
102	464.28388695556185	2	8.150254	8.185045647443017	8.2403472	0.587399118999727	17	47537.23377994783	679253.2781366488
102	464.7855567326747	2	8.17073095	8.186690142505773	8.2210358	0.05428782360204565	7	11849.921838296688	121871.16107122376
103	496.8332266468572	1	8.1924881	8.218702882605514	8.2457732	0.1948302898904899	9	17827.504209233648	137881.25415443757
103	497.8318531481648	1	8.1989818	8.216199598092912	8.2210358	5.51044843151476	3	4829.364568924018	14719.724001873048
104	413.53835764080463	3	8.17073095	8.195402736132507	8.2457732	-0.013412117599710172	14	56170.86130201729	700177.4982402809
104	413.87263427497896	3	8.16516535	8.174903045781683	8.225416	0.07638320535397192	11	43180.130481324944	339345.36364652263
105	818.2111065039667	1	8.11931775	8.196195421170687	8.2403472	0.10103462279328568	23	29073.567670335447	505885.4424970674
105	819.2094971185813	1	8.17073095	8.22542887895232	8.229795150000001	-0.23981934807562766	9	9107.822803696192	67075.17535315303
106	611.8114542683373	2	8.17624655	8.191070193592333	8.26553235	0.11584842472999313	16	29599.46842142335	372085.3422740105
106	612.3128792398887	2	8.14587485	8.208115872994947	8.229795150000001	0.030639083388253496	13	14426.317525248323	179084.93529798143
107	518.2286978941981	3	8.14587485	8.19651146886511	8.23477845	0.07703712943133567	16	51092.89395879162	472602.65698979323
107	518.5629301349734	3	8.1410374	8.157321893433572	8.26553235	0.10108016081878368	21	41272.34710340225	557802.9236560742
