mz	mostAbundantMz	charge	rtStart	rtApex	rtEnd	fwhm	nIsotopes	nScans	averagineCorr	mass	massCalib	intensityApex	intensitySum
487.7482345704241	487.7482345704241	2	7.9636636	7.978668361129869	8.01046015	0.039894482923555685	2	9	0.9252505870008033	973.4820525598444	973.4971673027255	39070.02953090824	244936.02034634678
431.08527126154837	431.08527126154837	1	7.9549053	7.978344980411956	7.9993696	0.07405923002324677	2	9	0.9957686803059457	430.07768555468357	430.0569699644787	48430.38264249565	389662.9875898136
525.9029087421334	525.9029087421334	3	7.9680438	7.986523917469557	8.01587155	0.04755643152625488	3	8	0.917503450167003	1574.6856894572231	1574.685637053547	28791.369486544558	218546.95696117933
439.84299913339095	439.84299913339095	1	7.9549053	8.016942606707856	8.06364935	0.11888525900924662	2	21	0.9924933525262172	438.8354522341362	438.8273757758584	33643.14355355794	786002.0104817353
419.94076611831355	419.94076611831355	4	7.8854933	7.947078414481408	8.04242455	0.11376890935021766	2	25	0.982073581849577	1675.7337376599585	1675.7336464294713	43926.26301560044	1505608.2047615678
464.28392105419033	464.28392105419033	1	7.95052615	7.970687431136126	8.021180900000001	-0.1660970607179877	2	13	0.9802693942584291	463.27663386173634	463.2955222841525	89967.37857732241	1198616.5169909426
482.7505541389162	482.7505541389162	2	7.9636636	7.992762773221588	8.021180900000001	0.0840510465097184	2	8	0.9841347045462727	963.4869002699854	963.5027517080981	30679.823063251926	236036.75375513415
506.08596862952703	506.08596862952703	1	7.9883811	8.015412807215816	8.03180375	0.04445606112148148	2	5	0.9817715041542285	505.0767061642042	505.1214783844261	15941.399935919595	112758.0485962973
611.8117973161924	611.8117973161924	2	7.97242395	7.995603390643832	8.021180900000001	0.046908843871337425	2	8	0.9929222334229962	1221.608528806964	1221.612489232454	17408.227722288895	213738.3350773535
579.1044187489846	579.1044187489846	1	7.9402700500000005	7.995935248356812	8.0264934	0.1314631077816273	2	17	0.9993535466555178	578.0965758187338	578.1538317496576	35734.73775120419	601785.868553068
433.2472588150603	433.2472588150603	2	7.98296345	8.027973344124119	8.08088365	0.042409288814120316	2	16	0.9773640491698238	864.4800520134995	864.5048912667717	30405.45802332009	283808.10844463145
578.1261610088623	578.1261610088623	1	7.97242395	7.995609970811766	8.037112050000001	0.06321072383187243	2	12	0.9972990179048865	577.11799109257	577.1752025113502	19241.95489852334	211475.42980161565
431.0672483543423	431.0672483543423	1	7.9238076	7.986443185737825	8.04772865	0.13229621995589724	2	16	0.99722109011451	430.05940248620516	430.0386675508401	31696.933594482274	561533.8400946675
745.1909806520483	745.1909806520483	1	7.98296345	8.02425111297739	8.0530255	0.21891807597857493	2	10	0.9834714601624571	744.1831885860993	744.2230430353203	24610.47493338697	253800.99562719083
496.2744376748933	496.2744376748933	2	7.9238076	8.022595868275474	8.04242455	0.09593181459438505	2	18	0.9847793189303172	990.5344608760275	990.5484151338629	30086.63247259664	455984.31724133267
487.24688373780276	487.24688373780276	2	7.9883811	8.004160559538777	8.06364935	0.08983060755579508	2	14	0.9583167412858726	972.4792285354719	972.494482911157	64548.59645422802	822906.6062726008
432.067566408674	432.067566408674	1	8.03180375	8.042587610203459	8.0530255	-0.004691557506825816	2	3	0.9213972727312679	431.057557599097	431.0382887197368	7404.153033957014	40268.78788872372
579.2668285712957	579.2668285712957	2	7.9993696	8.04266372688408	8.07439935	0.14919919028523942	2	10	0.9766906033043848	1156.5191287961547	1156.5249517018826	23375.792598179447	229072.04079755436
684.2015949270777	684.2015949270777	1	7.9402700500000005	8.033494619556103	8.06364935	0.11972353855949613	2	21	0.9906017797664263	683.1941201418092	683.2424779318471	35734.90077825834	670168.7481733237
580.1044457451723	580.1044457451723	1	8.0264934	8.042268153713279	8.0530255	-0.007717179634607163	2	3	0.9585211952445128	579.0952436980851	579.1524223424468	16024.698811766493	45356.925445296656
611.1841126199344	611.1841126199344	1	7.9883811	8.018555002596324	8.05833275	0.050974270809133415	2	10	0.9938227476343322	610.1750348959675	610.2312520398539	17584.348761764355	233046.4023190874
889.230923039851	889.230923039851	1	7.97242395	8.049976111077935	8.11931775	0.111561721091614	2	26	0.9977723379044978	888.2229088639103	888.245350879342	30110.065903809947	671881.9580012312
448.09901929455714	448.09901929455714	1	7.9549053	8.031858247622985	8.07439935	0.16672929598970043	2	22	0.9824759027248929	447.0900247411757	447.0923012911942	27065.5630693568	646375.6742800532
651.1438950226682	651.1438950226682	1	8.0264934	8.078518719669542	8.108693850000002	0.06953198557940432	2	15	0.9951957929088521	650.1360847726279	650.1885862228745	28527.87950051018	400495.36237166106
413.8726985642477	413.8726985642477	3	8.021180900000001	8.040950712132643	8.108693850000002	0.08272668811659933	2	12	0.9786433977395139	1238.596413811396	1238.6000313987963	35163.26515200611	470013.5410546381
423.93956539422163	423.93956539422163	4	7.98296345	7.995874413503842	8.1033689	0.102960866583242	2	20	0.986102920136677	1691.7287265503614	1691.728577662818	49985.88070423581	936839.435641796
446.76552219263044	446.76552219263044	3	8.037112050000001	8.070539777437354	8.11931775	0.15188913109500213	2	15	0.6277444702205478	1337.2722586540192	1337.2741517667428	62202.203245656354	733092.1447198688
610.1834064890684	610.1834064890684	1	8.01046015	8.056709431115863	8.1989818	0.20142724283598135	3	35	0.9873750839525487	609.1757320905394	609.2320781243009	42678.338172142154	1504626.1329626767
671.1717903134313	671.1717903134313	1	8.05833275	8.073230261723431	8.11931775	0.10658480832564088	2	11	0.9796352729442463	670.1642409426158	670.214303580009	56344.570727064	558351.013062083
608.209532893318	608.209532893318	1	7.918298249999999	7.968898773055325	8.108693850000002	0.22134640683710316	2	35	0.9999289297039909	607.2009832017849	607.2574695129197	58492.44071602097	2563633.2753615724
518.2285030688267	518.2285030688267	3	8.021180900000001	8.080403166337213	8.108693850000002	0.04234676506206014	2	14	0.9351789501615411	1551.6641233561147	1551.6642261300276	33338.303836939915	476755.1442086338
525.9028705689974	525.9028705689974	3	8.0049154	8.05770635686595	8.130309350000001	0.07046843353127308	2	19	0.953782351341894	1574.6857038664984	1574.6857320030804	24000.433484424295	538757.9339923931
533.1899625691019	533.1899625691019	1	7.9636636	7.9832430321802486	8.1247625	0.1726143706701535	3	28	0.9948224124213688	532.1817611458044	532.2346515271114	99835.24199167622	2741098.695873632
424.18985331660923	424.18985331660923	4	8.087338800000001	8.09788816197119	8.1247625	-0.005506592095965601	2	5	0.9849048592102887	1692.7309073100066	1692.7305713401067	25956.09268601512	134178.99354056094
597.1529568898416	597.1529568898416	1	7.9993696	8.047372006510392	8.114007350000001	0.13891692682079082	2	21	0.9823040727454522	596.1454407896045	596.2024345632051	54943.933355070774	926505.7246337188
419.94093310452195	419.94093310452195	4	8.01587155	8.150992999061451	8.2403472	0.33543113597684737	3	33	0.9486176002879548	1675.7342427974409	1675.7341992138417	60873.902232107066	2486277.6078175413
448.09916966539254	448.09916966539254	1	8.06896185	8.088625124406558	8.13573015	0.0905776172875914	2	11	0.985366906329253	447.0900982918111	447.09235472649766	24272.920510781536	291283.92840522254
464.2840646951638	464.2840646951638	2	8.01587155	8.039704279476204	8.150254	0.41743659316540516	2	25	0.9780363956965924	926.5536164915321	926.5725608033257	77904.88670898988	1787584.3586502902
555.243305673321	555.243305673321	3	7.9883811	8.124561945986073	8.17073095	0.11777642611217587	3	32	0.9371382039131734	1662.7069875983188	1662.7069520992866	71952.11230450997	2344692.58138866
482.75079920922366	482.75079920922366	2	8.06364935	8.12197172229594	8.13573015	-0.19392409707112535	2	13	0.9378901582580669	963.4871275355616	963.5029848673645	17041.492455990643	263014.64662726107
545.7659173667297	545.7659173667297	2	7.9292180000000005	8.104135763250651	8.332738200000001	0.13232398817905633	3	76	0.9272162294125268	1089.5174320622245	1089.526095131225	236170.5778952812	1.3477884605383288E7
611.8112003390903	611.8112003390903	2	8.0530255	8.101995783623	8.14587485	0.045287515304913484	2	16	0.8885611054297622	1221.6077541045572	1221.6117457371993	22366.319315778128	335334.11676147213
505.0859115208472	505.0859115208472	1	8.03180375	8.059749012657086	8.205443200000001	0.20205038112391271	3	31	0.997002198989118	504.07795733549574	504.1224029251456	59811.10198554399	1638249.5324819745
413.53834891513264	413.53834891513264	3	8.06364935	8.082329922020634	8.17073095	0.1541681349373505	3	20	0.9442249422229645	1237.5931644114162	1237.5968770277254	70626.84388168232	1320049.063344373
579.1041881489418	579.1041881489418	1	8.0264934	8.041059282457002	8.1870329	0.14800831641646717	2	30	0.9877760638616926	578.0965240308943	578.1537917669409	39386.740431859536	862771.8904104467
449.0960532932125	449.2609970044579	6	8.09801685	8.133136880728475	8.154633149999999	0.0773298625060459	2	11	0.9303617443909327	2688.522197573966	2688.5365922659566	31590.183362428477	342358.8690806046
518.2289478363073	518.2289478363073	3	8.1033689	8.12449283738488	8.14587485	-0.0010102766938029362	2	8	0.9298839754052078	1551.6650858620874	1551.6651393392308	35429.59623958846	272216.89036547614
431.08531264172234	431.08531264172234	1	8.07439935	8.10778309120349	8.1596081	-0.2673206150549312	2	16	0.989684146017916	430.0778574104428	430.05715699949184	50995.61995043703	718383.8225149864
534.1909368229047	534.1909368229047	1	8.108693850000002	8.121555144316437	8.16516535	0.0807883720911633	2	8	0.9834753196429793	533.181655638042	533.2346896137865	44864.638099248776	392839.5410283654
651.1440263948818	651.1440263948818	1	8.108693850000002	8.14733796750762	8.17073095	0.04561677605643588	2	12	0.995791230390399	650.1362841864761	650.1887707806457	27072.79003484987	267795.6761855326
413.87273877880153	413.87273877880153	3	8.1410374	8.147678729933826	8.1989818	0.02333890012586437	2	7	0.9974355392222969	1238.59628709578	1238.5998601002807	48048.537435790175	249074.13585151458
671.1724145774517	671.1724145774517	1	8.09801685	8.135361552266488	8.17073095	0.07750281340472043	2	11	0.9982765605979664	670.1641549739131	670.2142147391031	51289.49302508743	517542.9119389465
431.0676917541433	431.0676917541433	1	8.108693850000002	8.13325293598379	8.17624655	0.3647119629284745	2	13	0.9960004199562897	430.060105528407	430.03936739722076	35544.5228046305	471072.4053706979
464.1286383770108	464.1286383770108	1	8.114007350000001	8.13830260528908	8.16516535	0.05432496761329375	2	9	0.8978316053387019	463.1194501549264	463.13814302397753	12481.923011469742	144775.6384427548
482.7504861587961	482.7504861587961	2	8.13573015	8.150004385307508	8.1989818	-0.0010059550009238194	2	10	0.978548450890581	963.4866710444652	963.5025109922636	35208.6261429254	191194.81792304918
684.2016511799718	684.2016511799718	1	8.09801685	8.16180945841031	8.205443200000001	0.16884819038560472	2	16	0.9997697696142431	683.1940183179548	683.2423624745794	31035.573733712023	471137.85072971834
526.2856917549344	526.2856917549344	2	8.130309350000001	8.190115437997054	8.1989818	-0.02555357175859818	2	12	0.9990551478400459	1050.5562779624431	1050.566582267947	12934.853527954836	213009.4571695184
525.285809297112	525.285809297112	2	8.16516535	8.196263192636657	8.2210358	-0.08202402995536318	2	10	0.9636909070111787	1048.5574354098246	1048.5678150864806	10750.1019876332	126868.66637977558
408.8785192892757	408.8785192892757	3	8.1410374	8.180302256598154	8.2403472	0.1071312272041034	2	19	0.932767275848007	1223.6138139908546	1223.617841462264	48390.13566305135	1133884.196817161
577.1255765126056	577.1255765126056	1	8.154633149999999	8.168988988391686	8.229795150000001	0.06473146072380764	3	11	0.9857745437019501	576.1172924980486	576.1745146863514	43843.69835776227	444000.0415694224
503.1064899192658	503.1064899192658	1	8.114007350000001	8.290753959010843	8.3152206	0.11215205102093506	3	28	0.9939160862335242	502.0978813233512	502.14151337116243	68863.00064617684	2484693.609288088
504.10696193211675	504.10696193211675	1	8.2709636	8.294594817437943	8.3152206	0.32191168950660654	2	10	0.9922284073478108	503.09786333447266	503.14186310794463	29177.140575244746	380822.19914896076
461.1681298556163	461.1681298556163	1	8.1410374	8.195744194011988	8.2210358	-0.007111254510199672	2	12	0.9980951088166028	460.16061630391243	460.17663271910004	42510.346980966846	498580.39271593606
609.2071038760851	609.2071038760851	1	8.04772865	8.138372203991002	8.21619625	0.15449978414536147	2	26	0.9937475306163491	608.1987788730436	608.2551705467051	28174.270976548814	957812.2619477517
447.0987909340062	447.0987909340062	1	8.11931775	8.147734289619018	8.229795150000001	0.13164507027469163	2	20	0.9998731401951051	446.0909238087872	446.0920381080632	72144.56211819031	1307121.5492641188
464.28388695556185	464.28388695556185	2	8.150254	8.185045647443017	8.2403472	0.587399118999727	2	17	0.960318691618575	926.5533346329848	926.5722368133747	47537.23377994783	801124.4392078726
496.8332266468572	496.8332266468572	1	8.1924881	8.218702882605514	8.2457732	0.1948302898904899	2	9	0.9881428585593154	495.82546514289425	495.8661662734359	17827.504209233648	152600.97815631062
413.53835764080463	413.53835764080463	3	8.16516535	8.195402736132507	8.2457732	-0.013412117599710172	2	14	0.9907660604696825	1237.5931974666885	1237.5968933215597	56170.86130201729	1039522.8618868035
818.2111065039667	818.2111065039667	1	8.11931775	8.196195421170687	8.2403472	0.10103462279328568	2	23	0.961090826341812	817.2032592387026	817.2335419347362	29073.567670335447	572960.6178502204
611.8114542683373	611.8114542683373	2	8.14587485	8.191070193592333	8.26553235	0.11584842472999313	2	16	0.9914174663115887	1221.6083737554422	1221.6123997842258	29599.46842142335	551170.2775719919
518.2286978941981	518.2286978941981	3	8.13573015	8.19651146886511	8.26553235	0.07703712943133567	3	21	0.9862901489366827	1551.664113859264	1551.664300671058	51092.89395879162	1239443.9973724643
487.247177723543	487.247177723543	2	8.210876500000001	8.235984266894324	8.25499295	-0.02082473076476532	2	9	0.9532219558233836	972.4795983980601	972.4948056485182	49998.950257924924	350193.00038939004
449.0967753264495	449.26108205270583	6	8.21619625	8.232606699154474	8.2599689	0.01677490637535861	2	8	0.9262760418932094	2688.523217423527	2688.537563008795	32999.202417105	247991.05706273273
579.1044119260822	579.1044119260822	1	8.14587485	8.218265481731484	8.26553235	0.07094241077543728	2	20	0.9607932422005229	578.0962094354344	578.1534559777383	29951.772610169075	451921.44201684475
506.0866256783335	506.0866256783335	1	8.154633149999999	8.23895733833574	8.25499295	0.06926714237179965	2	19	0.9989689120347234	505.0783515264581	505.1231505987158	15035.729637006429	281504.83471376245
463.12946720598063	463.12946720598063	1	8.150254	8.169237721535692	8.3152206	0.11941943142896072	2	33	0.9925734955051679	462.12183629857174	462.13969456342033	54647.34681271619	1616041.73485451
611.1849714902462	611.1849714902462	1	8.225416	8.23957514868995	8.2709636	0.03259693346956816	2	8	0.9639909095772549	610.1754277831135	610.2316342687338	14080.536529200654	171372.8393372359
758.2202079432092	758.2202079432092	1	8.2403472	8.27296975620001	8.3414965	0.08437963578987429	3	18	0.9934867094452422	757.2120174472816	757.250077828572	12573.58985969748	283951.6176347378
447.0987191424543	447.0987191424543	1	8.225416	8.258572472514567	8.3152206	0.09685135586760651	3	19	0.9963292136831374	446.09026322356783	446.0913756487231	54428.419615890685	1252105.8358005602
419.9407618154678	419.9407618154678	4	8.1924881	8.233380554622347	8.297703049999999	0.08634009775020068	3	18	0.9727652062874099	1675.733692261115	1675.733625091191	72134.76834215259	1939606.5462280568
496.2743937610865	496.2743937610865	2	8.2457732	8.261204677361714	8.280186449999999	0.07724342504996962	2	4	0.9893457623621882	990.5339757027035	990.5478328706382	16636.643537399512	80864.52541580962
651.1437389055744	651.1437389055744	1	8.17073095	8.209632588327633	8.30208215	0.11100005583658046	2	26	0.9909605648309141	650.136158846223	650.1886764462579	26592.858164773774	620880.7527211651
464.28426472433506	464.28426472433506	2	8.2210358	8.256236408107931	8.2845656	0.05962618259424879	2	11	0.9998925191555261	926.5538766750163	926.5727447624454	42559.61905388825	418975.4798591546
439.84289681176745	439.84289681176745	1	8.2506138	8.272142493710401	8.3152206	-0.0041551243664272874	2	14	0.9930424547289374	438.83538657495177	438.827301756262	43963.10494707494	563643.2869459947
818.2109492348245	818.2109492348245	1	8.2403472	8.272831714964834	8.3152206	0.1646777088377469	2	16	0.9718743541317302	817.2028889531352	817.233154387088	35659.76956276949	394339.3984972099
523.2342682679772	523.2342682679772	3	8.16516535	8.268581701857219	8.306461299999999	0.10478874487634116	3	22	0.9761994029622091	1566.680527679554	1566.6806409379512	35177.748240473935	1024699.601756559
413.5382128126016	413.5382128126016	3	8.225416	8.258930200285155	8.3152206	0.11381473656443575	2	15	0.9998400372667837	1237.5929865410449	1237.5966881416598	55466.9946114246	1128166.803410919
684.2014679347101	684.2014679347101	1	8.26553235	8.281555199140941	8.3152206	0.07578807105275231	2	11	0.9789594675874865	683.1940322238926	683.2423652856119	39068.26250018447	353795.38221348764
537.1654869277684	537.1654869277684	1	8.2403472	8.279366392606704	8.3152206	0.07864416166167132	2	15	0.9036190563796297	536.155584916773	536.2091963207461	37787.67718421393	543971.081206305
423.93880000327187	423.93880000327187	2	8.275807350000001	8.288789213724804	8.297703049999999	-0.00537482889537344	2	3	0.9999201723840857	845.8629522505918	845.8897724408737	34709.67538861483	75883.7694185906
555.2430437388547	555.2430437388547	3	8.280186449999999	8.291767155782892	8.30208215	0.06264478756709835	2	5	0.9996248930166668	1662.7071272140652	1662.706774079411	10970.114512357228	80634.22139697317
577.1253420440969	577.1253420440969	1	8.1989818	8.288300021846544	8.3152206	0.18090820993261758	3	24	0.9984666725716693	576.1170575622377	576.1743099636241	31022.715924160213	1119967.7264120078
505.0858064904449	505.0858064904449	1	8.25499295	8.29182588224004	8.3152206	0.009495914912653447	3	13	0.9894886298159876	504.0771566875572	504.12158190008785	48906.230677077314	812163.5651830347
526.2852536791995	526.2852536791995	2	8.275807350000001	8.300348817326775	8.32397995	0.03543137499176652	2	9	0.9413354996759628	1050.5555749620808	1050.56587038014	29950.97922475689	183364.59057854
579.1043011107064	579.1043011107064	1	8.2457732	8.282213438531656	8.3152206	0.06298690443148303	3	15	0.9984391192251966	578.0959433288194	578.1531894274314	31508.157873418113	445876.7422951468
420.19154015588157	420.19154015588157	4	8.280186449999999	8.309215471982263	8.3152206	0.06789385851585905	3	5	0.9860896871047257	1676.736412238485	1676.7361615677478	44612.4001321777	284070.65466003923
518.2285507102933	518.2285507102933	3	8.26553235	8.284829334543181	8.34587565	0.05096912231518402	2	16	0.9457308896056366	1551.6636745877722	1551.6637756428543	39947.5320531905	467519.591066475
745.1903016835782	745.1903016835782	1	8.26553235	8.30134987883708	8.332738200000001	0.11841649615916161	2	13	0.9820472056897462	744.1823421520855	744.2222171027055	31612.18749166847	411472.9338359146
611.8116816169673	611.8116816169673	2	8.229795150000001	8.280824159652694	8.31084045	0.03989115852327707	2	15	0.9546310793069821	1221.6078421770783	1221.6118287448653	27539.107557151983	311693.150125574
431.0856719316557	431.0856719316557	1	8.275807350000001	8.293917290220381	8.34587565	-0.03443661705870227	2	11	0.9970249131856743	430.0776042837921	430.05689295171743	48900.76008822094	466421.7265651878
460.1716563015696	460.1716563015696	1	8.21619625	8.238183227507351	8.3152206	0.928150501884673	2	21	0.9542777586279405	459.16191841617314	459.17702589277735	79008.74790946141	2074159.261177718
463.1461496161226	463.1461496161226	1	8.2709636	8.28294770061133	8.3152206	-0.029339661667684425	2	10	0.9998590898122991	462.13775564765075	462.15560566042103	49154.96292973272	679328.1908768087
464.28390628794597	464.28390628794597	2	8.2845656	8.297284687927	8.3196008	0.08721438366419676	2	7	0.9806255583123245	926.5535523712346	926.5723955747907	36207.789674288404	260737.4650127833
487.24691751921296	487.24691751921296	2	8.26553235	8.298516316420764	8.3196008	0.07854401280755496	2	10	0.9997739793886821	972.4792413959963	972.4944503719414	42714.721193813995	361157.258550828
495.83251015637586	495.83251015637586	1	8.2457732	8.286739625757237	8.32397995	-0.12049458589894613	2	15	0.997407847615082	494.82474042752506	494.8650002911825	55384.049132112414	862161.2495399772
535.1877878317703	535.1877878317703	1	8.2845656	8.296989362027164	8.3152206	0.21947217171847555	2	7	0.9908591291455627	534.1798414316403	534.2330459613913	24861.356011400138	169049.07596428826
611.183961442288	611.183961442288	1	8.2845656	8.297645737801323	8.3152206	-0.19230698490665432	2	6	0.9995397969280645	610.1750360882316	610.2312360047371	16852.896745330396	141624.90222445922
889.2309104305492	889.2309104305492	1	8.293323950000001	8.31110843586336	8.3152206	-1.2961782414677714E-4	2	5	0.9889838334832548	888.2229442680175	888.2453033066579	22692.924454165506	129305.9205759534
408.87851951531763	408.87851951531763	3	8.2403472	8.286181166980006	8.3196008	0.0943667673338453	2	17	0.9456728784211327	1223.6138989079213	1223.617925365491	54391.17783202205	1117464.377753658
423.9396510583716	423.9396510583716	4	8.297703049999999	8.315329508855111	8.3196008	-8.76636662315633E-4	2	4	0.9968252305420499	1691.7286205890605	1691.7282672888107	8047.191095449596	111160.81024721796
523.2342174616977	523.2342174616977	3	8.2845656	8.321082683191161	8.3546339	0.09799355245125696	2	12	0.9888893643002007	1566.680810770203	1566.6808861292614	48053.39278738618	668758.8465166623
